time,open,high,low,close
2023-05-31,1057.6,1077.75,1037.05,1059.4
2023-06-01,1060.05,1070.5,1053.9,1062.25
2023-06-02,1065.45,1069,1050.1,1055
2023-06-05,1060,1060,995,1018.2
2023-06-06,1018.5,1035.1,993.5,1028.75
2023-06-07,1027,1043.2,1020.05,1031.5
2023-06-08,1034,1036.9,1020.85,1033.7
2023-06-09,1033.8,1036.75,1026.1,1031.3
2023-06-13,1032,1040,1025,1035.8
2023-06-14,1037.25,1047,1030,1039.5
2023-06-15,1036.4,1048.5,1032,1045
2023-06-16,1047,1071.1,1042.05,1067.1
2023-06-19,1067.2,1075.4,1055.75,1064.9
2023-06-20,1064.9,1105.6,1060.35,1098
2023-06-21,1097.9,1138,1086.75,1127.3
2023-06-22,1126.8,1148,1110.9,1115.15
2023-06-23,1113,1117.5,1072.6,1084.55
2023-06-26,1115,1115,1047.4,1079.55
2023-06-27,1080.1,1097.6,1062,1087.6
2023-06-28,1087.4,1095,1069.05,1086.1
2023-06-29,1086.75,1095,1074,1079.8
2023-06-30,1082.5,1088.75,1072,1080.4
2023-07-03,1082.2,1089.9,1061.35,1071.7
2023-07-04,1074.7,1078.5,1066,1072
2023-07-05,1074.2,1093.25,1070.5,1084.7
2023-07-06,1088.2,1094.65,1072.55,1078
2023-07-07,1078,1083.1,1065,1071.25
2023-07-10,1074,1230.85,1073.05,1095.95
2023-07-11,1102.25,1104.5,1060,1075.6
2023-07-12,1075.55,1084.85,1065.1,1077.4
2023-07-13,1079.7,1082.7,1068.55,1072.8
2023-07-14,1072.8,1086.45,1065.4,1082.3
2023-07-17,1079.05,1118.75,1075,1115.2
2023-07-18,1118.2,1146.8,1116.1,1141.1
2023-07-19,1144.8,1153.05,1125.35,1143.8
2023-07-20,1147.3,1173.8,1135.5,1152.15
2023-07-21,1153.5,1168,1148.2,1154.6
2023-07-24,1152.5,1164.25,1146.6,1152.45
2023-07-25,1152.55,1168,1148.25,1164.3
2023-07-26,1166.15,1179.35,1147.5,1161.5
2023-07-27,1162.1,1174.7,1158.1,1165.95
2023-07-28,1165,1172.5,1159.55,1168.5
2023-07-31,1172.8,1192.5,1169.15,1189.2
2023-08-01,1192,1192.25,1173,1178.5
2023-08-02,1180,1188.55,1173.7,1179.95
2023-08-03,1181.9,1185,1172,1182.05
2023-08-04,1182.05,1186.95,1150,1162.25
2023-08-07,1164.2,1183.6,1160,1163.95
2023-08-08,1167.45,1167.45,1130.75,1150.45
2023-08-09,1151,1156.75,1142,1150.55
2023-08-10,1150.6,1172,1148,1169.75
2023-08-11,1169.65,1177.75,1165.8,1167.8
2023-08-14,1171.45,1182.5,1145.2,1147.1
2023-08-15,1147.1,1165.3,1130.8,1152.15
2023-08-16,1153,1160,1115,1126.85
2023-08-17,1131.8,1138.2,1115.6,1131.7
2023-08-18,1133.75,1162,1125.1,1158.8
2023-08-21,1160.5,1169.05,1140.25,1149.15
2023-08-22,1150,1150.95,1138.25,1142
2023-08-23,1143.5,1158.45,1131.35,1140.45
2023-08-24,1145,1151,1135.75,1146.8
2023-08-25,1143.5,1148.7,1140.45,1145.5
2023-08-28,1147.15,1180,1147,1174.8
2023-08-29,1178.6,1184.5,1155.5,1167.4
2023-08-30,1167.4,1171.95,1158.1,1167.05
2023-08-31,1167.05,1175,1163.2,1167.1
2023-09-01,1167.1,1199.1,1164.8,1182.4
2023-09-04,1190,1214.25,1186.1,1207.3
2023-09-05,1209,1215,1195.3,1203.7
2023-09-06,1203.4,1203.4,1183.1,1185.7
2023-09-07,1184,1189.05,1151.55,1165.35
2023-09-08,1165.35,1171.6,1127.75,1138.9
2023-09-11,1138,1162,1132.5,1139.55
2023-09-12,1140.55,1153.05,1133.65,1147.1
2023-09-13,1148.5,1158.3,1143.9,1148.85
2023-09-14,1145,1150,1120.1,1145.65
2023-09-15,1145,1165.85,1142,1159.35
2023-09-18,1165,1169,1147.6,1164.2
2023-09-19,1162,1167.55,1127.75,1135.2
2023-09-20,1135.5,1147.1,1112.55,1141.85
2023-09-21,1140.5,1146,1114.9,1116.1
2023-09-22,1118.5,1123.9,1083.8,1115.9
2023-09-25,1121.95,1123.5,1100,1103.2
2023-09-26,1102.6,1119.75,1087.95,1109.4
2023-09-27,1109.4,1135,1109.4,1122.3
2023-09-28,1119.7,1132.2,1114.2,1123.7
2023-09-29,1125.3,1160,1123.55,1141.8
2023-10-02,1146.75,1146.8,1117.7,1118.1
2023-10-03,1116.6,1143.3,1110.15,1139.6
2023-10-04,1137.45,1146.3,1134,1137
2023-10-05,1138.1,1142,1130,1136.25
2023-10-06,1137.1,1155,1136.25,1148.65
2023-10-09,1153.2,1169.8,1153.2,1162.7
2023-10-10,1161.95,1167.7,1147.5,1156.95
2023-10-11,1157.2,1177.95,1140.1,1145.7
2023-10-12,1142.5,1160,1142.5,1151.35
2023-10-13,1154.5,1175,1150.6,1168.6
2023-10-16,1172,1179.6,1165.4,1171.55
2023-10-17,1172.45,1190,1168,1184.95
2023-10-18,1185.05,1198.75,1181.8,1192.85
2023-10-19,1192.7,1199.9,1175,1188.75
2023-10-20,1190,1190.9,1177.5,1182.9
2023-10-23,1187.9,1187.9,1175.15,1179.7
2023-10-24,1180,1180.2,1163,1175.9
2023-10-25,1178.8,1187.4,1163.2,1175.6
2023-10-26,1180,1182.65,1155,1157.7
2023-10-27,1157.7,1180,1142.6,1172.6
2023-10-30,1173.6,1186.7,1164.1,1165
2023-10-31,1165,1165.6,1122.35,1132.3
2023-11-01,1132.3,1148.8,1132.3,1147.25
2023-11-02,1147.2,1149.8,1140,1140.05
2023-11-03,1140,1145.8,1130.1,1141.35
2023-11-06,1141.55,1147.55,1130,1136.35
2023-11-07,1139.8,1140,1130.1,1135.15
2023-11-08,1135.5,1139.65,1125.9,1129.45
2023-11-09,1128.7,1136,1120,1128.55
2023-11-10,1129.95,1129.95,1114.5,1117.9
2023-11-13,1117.8,1142.8,1117.5,1125.6
2023-11-14,1124,1134.85,1105.8,1130.85
2023-11-15,1132.65,1135,1121,1126.3
2023-11-16,1126.4,1134,1120,1120.7
2023-11-17,1120,1134.6,1117.1,1122
2023-11-20,1121.35,1126.95,1117.8,1120.9
2023-11-21,1125,1135,1120.75,1133.85
2023-11-22,1135.05,1147.25,1126.5,1131.3
2023-11-23,1134.9,1136,1123.75,1133.95
2023-11-24,1134.2,1135.75,1111,1120.5
2023-11-27,1124.45,1125.05,1100.15,1100.15
2023-11-28,1100.5,1124.6,1100.5,1119.5
2023-11-29,1123.2,1127.4,1101.65,1107.95
2023-11-30,1108.7,1111.45,1076.1,1079.8
2023-12-01,1080,1099.85,1060.1,1097.15
2023-12-04,1110,1118.6,1070.1,1071
2023-12-05,1071,1084,1070.05,1075.25
2023-12-06,1079.15,1085,1050.7,1055.15
2023-12-07,1058.35,1067.2,1050.7,1060.2
2023-12-08,1060.75,1076.95,1050,1050.8
2023-12-11,1051,1052.5,1005.05,1005.05
2023-12-12,1006.1,1009.9,982.5,997.6
2023-12-13,994.1,1014,991.4,1006.1
2023-12-14,1011.45,1019.5,988.5,988.5
2023-12-15,996.8,1026.95,990.6,1019.4
2023-12-18,1025.5,1030.85,1019,1024.25
2023-12-19,1024.45,1048.75,1024.45,1040.35
2023-12-20,1042.5,1063.5,1040.5,1062.65
2023-12-21,1063.5,1068,1045.2,1059.35
2023-12-22,1064.75,1072.5,1048.35,1055.55
2023-12-25,1062.95,1062.95,1045,1049.65
2023-12-26,1055,1070.4,1050,1061.3
2023-12-27,1064,1069.8,1060.1,1067
2023-12-28,1067.1,1078.5,1060.5,1061.95
2023-12-29,1062,1068.4,1053.15,1067.45
2024-01-03,1070,1092,1068.05,1083
2024-01-04,1090.45,1090.45,1076,1086.25
2024-01-05,1088,1088,1078.5,1080
2024-01-08,1085.5,1091.8,1072.65,1090
2024-01-09,1092.05,1101.9,1086.05,1089.85
2024-01-10,1089.9,1090.2,1080.65,1080.9
2024-01-11,1081.2,1088.6,1068.45,1085.15
2024-01-12,1087.8,1120.85,1086.8,1099.9
2024-01-15,1102.15,1110.35,1093,1104.9
2024-01-16,1105,1106.85,1095.55,1099.55
2024-01-17,1099.55,1104.4,1094.95,1096.6
2024-01-18,1096.6,1113.75,1096.6,1103.05
2024-01-19,1101.5,1113.7,1098.3,1100.3
2024-01-22,1104.95,1109.25,1099.5,1106.3
2024-01-23,1108.4,1108.45,1101.35,1105.2
2024-01-24,1103,1111,1093.5,1093.6
2024-01-25,1093.9,1100,1087.55,1095.15
2024-01-26,1095.55,1099.55,1094.7,1095.8
2024-01-29,1096,1102,1096,1098.1
2024-01-30,1098.5,1110,1094.85,1107.75
2024-01-31,1107.7,1144,1105.05,1141.3
2024-02-01,1142,1155,1125,1137.3
2024-02-02,1140,1147.7,1126,1129.5
2024-02-05,1129.5,1135.85,1126,1132
2024-02-06,1131,1133.5,1127,1131
2024-02-07,1131.5,1145.6,1131.2,1139
2024-02-08,1139,1142.05,1113.05,1115.2
2024-02-09,1115.2,1121,1106.6,1116.7
2024-02-12,1118,1118,1102.5,1111.1
2024-02-13,1110.2,1114,1106.7,1108
2024-02-14,1108,1110.8,1098.3,1099.9
2024-02-15,1102.9,1113.4,1091.3,1103.8
2024-02-16,1104,1109.85,1077.6,1084.6
2024-02-19,1085.1,1100.95,1081.1,1092.75
2024-02-20,1095.1,1108.65,1061,1073.55
2024-02-21,1070.45,1087.6,1064.85,1072.8
2024-02-22,1072.8,1084.35,1068.15,1077.4
2024-02-26,1089.9,1101.4,1086,1100.2
2024-02-27,1100.5,1108.7,1086.55,1090.45
2024-02-28,1090,1104.7,1089,1104.55
2024-02-29,1106.75,1119.5,1095.9,1101.4
2024-03-01,1101,1105.3,1089,1100.5
2024-03-04,1101.5,1159.8,1101.5,1159.2
2024-03-05,1159.2,1167.4,1136.1,1136.55
2024-03-06,1139.9,1182.95,1137.2,1175.2
2024-03-07,1178.6,1188.45,1160.1,1170.25
2024-03-11,1175.95,1189.95,1165.1,1174.15
2024-03-12,1170,1175.3,1155.5,1164.6
2024-03-13,1166.2,1193.55,1162.5,1187
2024-03-14,1186.9,1192.9,1171.3,1175.25
2024-03-15,1175.25,1187.6,1175,1176
2024-03-18,1178.65,1178.9,1157.25,1167.3
2024-03-19,1162.5,1173.3,1146.95,1153.4
2024-03-20,1156.9,1182.5,1137.15,1175.95
2024-03-21,1185,1193.6,1163.2,1166.6
2024-03-22,1166,1168.05,1125.35,1140.6
2024-03-25,1142.45,1151.9,1127.55,1148.1
2024-03-26,1152.75,1166.65,1146.55,1157.35
2024-03-27,1159.75,1162.85,1140,1152.3
2024-03-28,1156.5,1174.95,1147,1171.65
2024-03-29,1175,1204.75,1172.8,1198.5
2024-04-01,1215.5,1249.75,1210.35,1245
2024-04-02,1248.8,1300,1248.8,1300
2024-04-03,1308,1348,1300.25,1331.35
2024-04-04,1331.35,1333.45,1303.25,1310.5
2024-04-05,1300.15,1342,1275,1336.35
2024-04-08,1349.45,1372.9,1326.5,1345.5
2024-04-09,1348,1398.4,1343.3,1392
2024-04-10,1398.5,1398.6,1366.1,1371.05
2024-04-11,1371.05,1418,1371.05,1415.8
2024-04-12,1422,1483.15,1421.3,1456.25
2024-04-15,1461.25,1469.85,1424.1,1456.95
2024-04-16,1457.6,1460,1439.2,1446.9
2024-04-17,1446.3,1447.95,1413.05,1413.05
2024-04-18,1415,1429.8,1408,1423.5
2024-04-19,1429.6,1442.75,1417.3,1425.35
2024-04-22,1412,1413.45,1377.5,1386.1
2024-04-23,1370,1379.4,1350,1360
2024-04-24,1365,1368.8,1330.85,1331.1
2024-04-25,1335.95,1367.8,1331.1,1359.2
2024-04-26,1363.85,1388.25,1362.05,1378.45
2024-04-29,1371,1371,1351.15,1357.75
2024-04-30,1353,1354.05,1317.9,1322.6
2024-05-02,1332.5,1337.8,1318.7,1330.1
2024-05-03,1329.5,1332.75,1301.75,1320.25
2024-05-06,1326,1366.9,1325.1,1363.5
2024-05-07,1364.1,1364.7,1342,1351.5
2024-05-08,1354.45,1362,1344.55,1348.9
2024-05-10,1368,1405,1367.85,1391
2024-05-13,1386.9,1397,1374,1395
2024-05-14,1394.6,1394.6,1376.75,1390.5
2024-05-15,1390,1434,1390,1433.5
2024-05-16,1435.1,1438.8,1409.95,1417
2024-05-17,1422.2,1438,1405.5,1435.55
2024-05-20,1450.1,1475.25,1441.65,1449.8
2024-05-21,1440.5,1462.65,1423.2,1446.7
2024-05-22,1445,1453.5,1391.3,1391.55
2024-05-23,1385.2,1417.8,1366.2,1393.85
2024-05-24,1405.55,1412.3,1370.05,1377
2024-05-27,1389.3,1389.3,1318.95,1337.1
2024-05-28,1325,1362.2,1302,1308.5
2024-05-29,1310,1315,1243.5,1280.9
2024-05-30,1277.75,1293,1243.75,1256
2024-05-31,1264.5,1269,1203.4,1228
2024-06-03,1216.1,1267.1,1150.5,1255.65
2024-06-04,1260,1264.8,1206.05,1231.95
2024-06-05,1232.6,1265.5,1222.5,1246
2024-06-06,1255,1274,1243.1,1259.85
2024-06-07,1265,1271.7,1227,1236.75
2024-06-10,1236.7,1237.45,1200,1209.95
2024-06-11,1199.8,1228.9,1182,1205.25
2024-06-13,1171.2,1211.75,1110,1202.95
2024-06-14,1204.9,1235,1200.6,1233.15
2024-06-17,1232,1232.8,1206.05,1207.8
2024-06-18,1208,1218.05,1177,1186.15
2024-06-19,1195,1195,1116.3,1133.3
2024-06-20,1136,1192.95,1126.6,1189.8
2024-06-21,1190,1204.4,1167.8,1185.95
2024-06-24,1188.25,1198.95,1170,1172.2
2024-06-25,1172.2,1179.7,1154.8,1175.9
2024-06-26,1179,1190,1167.6,1189.2
2024-06-27,1189.3,1213.4,1178.9,1210.9
2024-06-28,1211.5,1224.7,1206.15,1209.8
2024-07-01,1212,1225.5,1195,1218.5
2024-07-02,1223.35,1248,1220.2,1247
2024-07-03,1255,1257.95,1229.05,1235.05
2024-07-04,1241.5,1247,1206.05,1214
2024-07-05,1214,1249.8,1210.2,1241.65
2024-07-08,1248,1256.75,1211.95,1220.75
2024-07-09,1223.1,1226.35,1175.9,1189
2024-07-10,1193.7,1194,1135,1140.85
2024-07-11,1139,1222.5,1137.35,1220.75
2024-07-12,1220,1234.5,1196.8,1230
2024-07-15,1229.5,1239.15,1190.7,1195.9
2024-07-16,1198.35,1268.35,1195,1253.95
2024-07-17,1260,1298.6,1246.8,1280.15
2024-07-18,1280.7,1302.8,1268.5,1274.55
2024-07-19,1269.75,1284.9,1255.1,1271.3
2024-07-22,1309.5,1309.5,1280,1290.8
2024-07-23,1289.8,1307.5,1280,1302.8
2024-07-24,1307.05,1309,1290.45,1295.95
2024-07-25,1289.95,1290,1271.1,1275.3
2024-07-26,1280.35,1292.75,1240,1260.55
2024-07-29,1260.55,1265.8,1224.35,1228.3
2024-07-30,1232.05,1274.4,1225,1272.5
2024-07-31,1275,1297.9,1262,1292.95
2024-08-01,1294.95,1305.3,1280,1285
2024-08-02,1290.1,1299.85,1250.1,1260.7
2024-08-05,1250,1252,1200.7,1229.7
2024-08-06,1235.05,1248.75,1225.4,1237.9
2024-08-07,1240.5,1242.9,1212.65,1232.6
2024-08-08,1238.9,1244.5,1226.7,1236.85
2024-08-09,1236.8,1245,1228.5,1230.5
2024-08-12,1232,1275,1217.05,1273.15
2024-08-13,1273.2,1291.4,1262.55,1283.25
2024-08-14,1285.9,1289.2,1247.6,1257.2
2024-08-15,1255,1266,1250,1259.15
2024-08-16,1259.1,1276.5,1250,1271.45
2024-08-19,1279.3,1288.15,1260.95,1270.3
2024-08-20,1271.6,1314.5,1265.6,1298.55
2024-08-21,1298.55,1308.95,1279,1298.7
2024-08-22,1298.1,1306.35,1236,1261.45
2024-08-23,1262.9,1286.6,1254.2,1274.5
2024-08-26,1314.5,1319.65,1285.35,1294.9
2024-08-27,1295,1313.95,1276.4,1295.25
2024-08-28,1285.4,1296.6,1250.5,1259.35
2024-08-29,1265.35,1273.9,1227.2,1248.45
2024-08-30,1248.45,1250.9,1191.9,1200
2024-09-02,1189,1203.4,1135.5,1153.9
2024-09-03,1153.9,1189.9,1135.15,1151.7
2024-09-04,1145,1199,1140.65,1190.3
2024-09-05,1199.5,1222.5,1186.5,1199.7
2024-09-06,1196,1220,1193,1209.95
2024-09-09,1210,1255,1204.7,1254.6
2024-09-10,1254.7,1266.3,1235.2,1248.1
2024-09-11,1252.8,1263.75,1238,1244.6
2024-09-12,1245,1269.95,1238.5,1265.7
2024-09-13,1270,1290,1246,1283.45
2024-09-16,1291,1329.8,1291,1327.3
2024-09-17,1327.75,1332,1305.3,1317.8
2024-09-18,1317.8,1328.4,1290.15,1304.85
2024-09-19,1311,1334.5,1310.45,1323.5
2024-09-20,1329,1353,1327.95,1351
2024-09-23,1361.2,1378,1351.4,1363
2024-09-24,1361,1376.5,1335.45,1374.75
2024-09-25,1376,1384.5,1341.55,1344.15
2024-09-26,1346.15,1374.55,1342.15,1352.8
2024-09-27,1352.8,1355,1331,1339.75
2024-09-30,1340.6,1351,1313.75,1318.95
2024-10-01,1320.9,1361.2,1312.05,1353.9
2024-10-02,1355.4,1369.2,1339,1341.95
2024-10-03,1342,1349,1326.45,1344.8
2024-10-04,1345.1,1353.9,1340,1342.3
2024-10-07,1341.5,1343,1328,1335.95
2024-10-08,1335.95,1351.55,1325.05,1328.85
2024-10-09,1328.85,1329.6,1297,1301.95
2024-10-10,1303.4,1309.95,1292.4,1302.85
2024-10-11,1303.6,1326.85,1303,1325.95
2024-10-14,1326,1336.8,1325.95,1332.8
2024-10-15,1334.35,1353.5,1325.05,1350.8
2024-10-16,1359.2,1370,1344.4,1351.3
2024-10-17,1355,1368.4,1347.45,1352.65
2024-10-18,1354.25,1369.9,1354.25,1364.1
2024-10-21,1373,1455.5,1373,1455.45
2024-10-22,1463.2,1482.6,1445.3,1460.2
2024-10-23,1463.35,1490,1436.8,1450
2024-10-24,1454,1482.5,1446.5,1481.5
2024-10-25,1485,1497.85,1441.2,1459.4
2024-10-28,1454.95,1468.4,1425.6,1436.5
2024-10-29,1441.15,1459,1417,1453.8
2024-10-30,1462,1486.45,1460.1,1479.95
2024-10-31,1468.6,1496.5,1463.9,1471.55
2024-11-01,1473,1517.6,1467,1516.4
2024-11-05,1525.2,1534,1517.4,1523.2
2024-11-06,1528.8,1548.95,1457,1471.85
2024-11-07,1471.85,1498.9,1441,1485
2024-11-08,1485.95,1490,1459.2,1474.6
2024-11-11,1462.65,1471.2,1420,1425.8
2024-11-12,1420.85,1447.7,1390,1437
2024-11-13,1444.5,1454.5,1411.45,1415.25
2024-11-14,1412,1422.35,1395.55,1414.35
2024-11-15,1417.35,1440,1414.6,1436.55
2024-11-18,1430.2,1468,1426.85,1457.1
2024-11-19,1465,1469.35,1435.25,1441.8
2024-11-20,1445,1461,1421.65,1440.9
2024-11-21,1448.35,1454.95,1425.25,1442.1
2024-11-22,1454.15,1485,1445,1476.2
2024-11-25,1468,1494.8,1445.15,1451.3
2024-11-26,1450,1450.05,1394,1418
2024-11-27,1418,1451.7,1390.05,1430.75
2024-11-28,1432.55,1439.3,1400.05,1420.35
2024-11-29,1426.6,1445,1410,1412.45
2024-12-02,1412.5,1450,1412.5,1443
2024-12-03,1449.5,1474,1438.35,1451.25
2024-12-04,1456.2,1460,1420.2,1426
2024-12-05,1430,1441.4,1421,1431.9
2024-12-06,1436.5,1443,1426.35,1432.3
2024-12-09,1440,1480,1436,1479.9
2024-12-10,1483.7,1489.85,1452,1477.7
2024-12-11,1479,1504.4,1468.7,1504.4
2024-12-12,1505.25,1515.9,1464.2,1477
2024-12-13,1361.2,1387.3,1352.75,1369.25
2024-12-16,1369,1383.1,1305,1307.4
2024-12-17,1310.1,1362,1310.1,1362
2024-12-18,1367,1406.8,1364.15,1382
2024-12-19,1381.5,1399.65,1321.55,1333.6
2024-12-20,1335.1,1371.8,1326.5,1360
2024-12-23,1383.4,1399.8,1369,1392.95
2024-12-24,1395,1405,1360.6,1371.9
2024-12-25,1373.5,1399,1360.55,1397.35
2024-12-26,1397.5,1413.8,1387,1400.1
2024-12-27,1400.1,1414,1398.25,1413.9
2024-12-30,1398.9,1404.45,1392.7,1398.1
2025-01-03,1405,1414,1401,1409.5
2025-01-06,1409.5,1411.8,1398.8,1407
2025-01-08,1409,1443,1407.05,1441
2025-01-09,1444.8,1457,1431.55,1453.3
2025-01-10,1457.5,1493,1455.05,1488.6
2025-01-13,1494,1508.55,1470.6,1490.3
2025-01-14,1491.4,1499.65,1480.4,1491.4
2025-01-15,1493.2,1509,1487,1508.4
2025-01-16,1509.9,1523.5,1505.45,1520.75
2025-01-17,1520.8,1529.5,1505.55,1516.35
2025-01-20,1521.7,1529.9,1485.6,1497.1
2025-01-21,1502.9,1583.55,1498,1580
2025-01-22,1580,1610,1565.05,1601
2025-01-23,1598.5,1647,1595.05,1646.55
2025-01-24,1650.5,1709.8,1650.5,1708
2025-01-27,1710.5,1743.8,1658,1690.2
2025-01-28,1695,1725,1665.2,1720.55
2025-01-29,1720,1725,1685,1701.7
2025-01-30,1703.6,1732.4,1696.5,1725
2025-01-31,1727.5,1737,1705.85,1717
2025-02-03,1713,1747.7,1655.2,1735.95
2025-02-04,1735.05,1777.1,1735,1767.8
2025-02-05,1770,1799.5,1770,1784.65
2025-02-06,1787.9,1797.7,1761.2,1772.95
2025-02-07,1774.95,1788,1752.55,1783
2025-02-10,1787.5,1806.6,1786.2,1797.35
2025-02-11,1797.75,1818,1786.25,1817.05
2025-02-12,1817.05,1900,1812,1888.25
2025-02-13,1891,1985.35,1891,1931.9
2025-02-14,1926.7,1969.5,1852.5,1870.95
2025-02-17,1881.55,1898,1805.5,1850
2025-02-18,1850,1883,1816.5,1871.7
2025-02-19,1874.85,1906.05,1871.4,1897.35
2025-02-20,1901.5,1933,1884.25,1900.9
2025-02-21,1901.1,1902.95,1860,1884.9
2025-02-24,1889,1895.95,1864.2,1871.7
2025-02-25,1865.65,1966.2,1860,1952.1
2025-02-26,1952.1,1980,1932.5,1956.25
2025-02-27,1956.25,1962.55,1902.3,1916.8
2025-02-28,1915.8,1935.3,1890,1931.3
2025-03-03,1936,1944.75,1888.5,1915.9
2025-03-04,1919.5,1980,1909.2,1970.25
2025-03-05,1975,1984.65,1941.2,1953.15
2025-03-06,1955.7,1987.5,1942.85,1955
2025-03-07,1945.1,1967,1907.45,1939.95
2025-03-10,1945,1960,1877.3,1887.1
2025-03-11,1887.1,1915.15,1861.25,1903.05
2025-03-12,1909.75,1912.5,1886.8,1902.15
2025-03-13,1903.6,1915,1845,1899.7
2025-03-14,1902.4,1941,1890,1933.3
2025-03-17,1944.4,1953.05,1925.55,1940.65
2025-03-18,1940.9,1953.8,1900,1900.1
2025-03-19,1909,1939.95,1890.05,1905.45
2025-03-20,1910,1914.2,1871.8,1903.95
2025-03-21,1906.1,1915.35,1894,1901.7
2025-03-27,1901.8,1971,1830,1867.6
2025-03-28,1869.2,1907.2,1854.4,1880
2025-03-29,1880.2,1889,1868.4,1870.4
2025-03-30,1870,1879,1845.6,1855.8
2025-03-31,1856,1911.8,1840,1863.6
2025-04-01,1868,1882.8,1755,1783
2025-04-02,1789,1819.6,1756,1811.4
2025-04-03,1818.8,1828.6,1692.4,1741.2
2025-04-04,1750,1800,1713,1741.2
2025-04-05,1725,1734.4,1675.4,1725
2025-04-06,1725,1745,1718.8,1743
2025-04-07,1742.6,1776.2,1665.8,1727.2
2025-04-08,1736,1828,1728.8,1776.8
2025-04-09,1787.6,1850,1762.2,1818.2
2025-04-10,1830.6,1850,1803,1850
2025-04-11,1863.8,1910,1863,1899.6
2025-04-12,1904.4,1940,1904,1935.2
2025-04-13,1935.2,1942,1908,1924.8
2025-04-14,1927,1943.4,1883.2,1897.8
2025-04-15,1905.4,1914.6,1883.4,1898
2025-04-16,1911,1950,1906.2,1950
2025-04-17,1952,1958,1903,1924.2
2025-04-18,1924,1928,1854.2,1917.2
2025-04-21,1929.4,1960,1922.4,1958
2025-04-22,1966.6,2003,1950.8,1954.2
2025-04-23,1948,1952,1890,1911
2025-04-24,1911.2,1943,1887,1904.8
2025-04-25,1856,1877,1829.4,1856.8
2025-04-26,1858,1870.8,1849.6,1849.8
2025-04-27,1850.2,1859.8,1849.4,1854.6
2025-04-28,1850,1854.8,1794.2,1816.6
2025-04-29,1804,1812.6,1756.4,1761.8
2025-04-30,1764,1765,1707.2,1751.4
2025-05-02,1751.4,1784,1700.8,1701.8
2025-05-03,1705.2,1734.6,1703,1719.4
2025-05-04,1724,1727.8,1717.2,1722.4
2025-05-05,1722.2,1756.6,1703.8,1744.6
2025-05-06,1752,1809.8,1750.2,1804.2
2025-05-07,1794.8,1803.8,1751,1763.4
2025-05-08,1772,1778,1738,1748.8
2025-05-10,1749.8,1755,1743,1745.4
2025-05-11,1747,1754.8,1742.2,1750
2025-05-12,1744.4,1763.8,1702.2,1736.6
2025-05-13,1736.8,1776.6,1731,1759.8
2025-05-14,1755,1757.6,1710.4,1712
2025-05-15,1708,1710,1667.2,1684.6
2025-05-16,1682.8,1699,1652.2,1663.4
2025-05-17,1666.8,1679.2,1665,1676.2
2025-05-18,1684,1685.4,1676.2,1680.6
2025-05-19,1681,1683.4,1651,1655.6
2025-05-20,1652.2,1715.6,1625.8,1705
2025-05-21,1706,1729.8,1688.4,1706
2025-05-22,1710.6,1718.6,1649.4,1669.8
2025-05-23,1671.4,1724.2,1660.4,1719.4
2025-05-26,1719.4,1738.6,1650.6,1663
2025-05-27,1663,1665,1617,1653.6
2025-05-28,1650,1692,1644.8,1688.8
2025-05-29,1690,1700,1673.2,1680.8
2025-05-30,1680,1695.6,1668.2,1687
2025-05-31,1686,1689,1682.4,1688.2
2025-06-01,1686.4,1692,1645,1649.6
2025-06-02,1652.8,1735,1650,1729.8
2025-06-03,1727.6,1754.4,1724.4,1739
2025-06-04,1741,1787.8,1728.8,1761.8
2025-06-05,1762,1833.8,1762,1823.8
2025-06-06,1824,1845.8,1731.6,1746.2
2025-06-07,1755,1766.4,1743,1746.8
2025-06-08,1757,1758.2,1740.4,1744.8
2025-06-09,1741,1754.6,1690.6,1711.8
2025-06-10,1713.2,1737.2,1685.4,1722.4
2025-06-11,1733.6,1759.8,1711.8,1734
2025-06-13,1757,1787.4,1743.2,1764.4
2025-06-14,1770,1773,1753.2,1765.4
2025-06-15,1765,1774,1748.2,1762.6
2025-06-16,1762.6,1773.8,1701.8,1757
2025-06-17,1757,1768,1725,1744.4
2025-06-18,1745,1755,1725,1732.8
2025-06-19,1733,1740,1703,1733
2025-06-20,1730.2,1738,1710.2,1715.4
2025-06-23,1729.4,1729.4,1701,1701.8
2025-06-24,1701,1719.4,1669,1717.8
2025-06-25,1719.6,1761,1710.4,1755.6
2025-06-26,1759,1799.2,1751.2,1790
2025-06-27,1768,1799,1756,1797.2
2025-06-28,1790.4,1812.4,1784.8,1796.2
2025-06-29,1796.2,1798.4,1784,1784.8
2025-06-30,1783.8,1831,1778,1817.4
2025-07-01,1819,1894.4,1813.2,1865
2025-07-02,1865.2,1889,1829.4,1867
2025-07-03,1858.4,1880,1839.4,1851.6
2025-07-04,1855.8,1916.8,1848,1908
2025-07-05,1908,1911.4,1901.2,1905
2025-07-06,1904.4,1906.8,1900.4,1903.6
2025-07-07,1897.8,1899.6,1866.2,1882
2025-07-08,1880.2,1888.6,1841,1845.2
2025-07-09,1840.2,1851.4,1802.4,1828.4
2025-07-10,1830,1877.2,1822.8,1860.8
2025-07-11,1863,1867,1777,1790
2025-07-12,1797.8,1798.8,1782.6,1784.2
2025-07-13,1785,1787,1771,1780
2025-07-14,1787,1838.4,1750.2,1837.6
2025-07-15,1839.6,1888,1835.8,1862
2025-07-16,1862,1900.8,1841,1884.4
2025-07-17,1884.2,1900,1872.2,1891
