time,open,high,low,close
2020-12-22,1555,1569.25,1500.45,1510.2
2020-12-23,1513,1537.3,1505.7,1519.15
2020-12-24,1523,1525.8,1510.9,1519.5
2020-12-25,1514.25,1523,1514.2,1518.3
2020-12-28,1526,1534.5,1512.5,1517.5
2020-12-29,1512.7,1533.5,1512.7,1522.9
2020-12-30,1525,1532.5,1514.1,1524.5
2021-01-04,1550,1602.4,1540.05,1594.8
2021-01-05,1595,1612.5,1561.15,1598.75
2021-01-06,1595,1606,1552.2,1579.25
2021-01-08,1572.15,1586.9,1530.4,1539.6
2021-01-11,1540.2,1558.3,1533.45,1548.9
2021-01-12,1555.5,1564.2,1525.25,1541.95
2021-01-13,1549,1552.45,1532.85,1542.6
2021-01-14,1535,1542,1501.5,1508
2021-01-15,1507.95,1513.8,1480,1484
2021-01-18,1495,1510,1471.5,1484.05
2021-01-19,1489.15,1491,1462.05,1469.05
2021-01-20,1478,1513.35,1465.6,1505.5
2021-01-21,1508.9,1521.75,1493.7,1505.95
2021-01-22,1489.65,1506,1466,1483.5
2021-01-25,1487.3,1519.9,1473.9,1504.8
2021-01-26,1508.9,1522.75,1481.5,1511.9
2021-01-27,1515,1519.2,1478.3,1486
2021-01-28,1484,1489.25,1454.25,1466.95
2021-01-29,1473.25,1473.25,1427.95,1430.55
2021-02-01,1447,1491,1437.75,1479.3
2021-02-02,1474.3,1504.9,1457.5,1489.3
2021-02-03,1502,1504.9,1449.95,1459.95
2021-02-04,1447,1457.6,1430.85,1445.4
2021-02-05,1443.8,1463.6,1441,1460
2021-02-08,1459,1469,1446.4,1455.05
2021-02-09,1460,1461.9,1445.05,1453.05
2021-02-10,1456.9,1462.45,1427.6,1440.45
2021-02-11,1435.5,1455,1431.9,1439.4
2021-02-12,1440,1441,1429,1439
2021-02-15,1439,1449.9,1435.9,1447.05
2021-02-16,1447.1,1456.55,1432.8,1440
2021-02-17,1436,1442,1391.25,1409.9
2021-02-18,1410,1410,1366.55,1377.25
2021-02-19,1372.5,1400.85,1361.7,1394.8
2021-02-22,1404,1407,1386,1392.9
2021-02-24,1382.05,1414.6,1370.6,1409.1
2021-02-25,1401.85,1418.8,1401,1412
2021-02-26,1398.95,1415.45,1392,1402.7
2021-03-01,1410,1429,1400,1426
2021-03-02,1417,1452.45,1411.5,1450.5
2021-03-03,1452.9,1461.75,1440,1440.15
2021-03-04,1448.3,1448.3,1404,1406.4
2021-03-05,1421,1462.5,1411.5,1450
2021-03-09,1450,1466.05,1435,1451.3
2021-03-10,1451.2,1452.85,1395.45,1410.75
2021-03-11,1423.95,1434,1414.4,1423.1
2021-03-12,1420,1420.65,1397.4,1411.05
2021-03-15,1423,1437.7,1399.05,1408.95
2021-03-16,1408.95,1426.8,1399,1417.55
2021-03-17,1422.2,1430.1,1409.45,1426.4
2021-03-18,1430,1441.2,1417,1429.95
2021-03-19,1429.95,1444.4,1426.5,1430.15
2021-03-22,1430.2,1431,1404.5,1412
2021-03-23,1419,1424,1406.5,1414.7
2021-03-24,1419.8,1419.8,1389.5,1399.25
2021-03-25,1392.7,1400.7,1382.85,1391.7
2021-03-26,1395,1398.9,1380.95,1384.5
2021-03-29,1392.2,1394.5,1374,1385.7
2021-03-30,1381.8,1384.5,1340,1344.65
2021-03-31,1351.4,1398.45,1348.5,1398.45
2021-04-01,1399.4,1404.4,1366,1400
2021-04-02,1400,1400,1385.3,1394.95
2021-04-05,1394.35,1395.3,1377.3,1385
2021-04-06,1391.5,1441.4,1388,1439
2021-04-07,1432.3,1448,1424.3,1435.75
2021-04-08,1431.05,1436.5,1416.95,1426.75
2021-04-09,1418.7,1437.65,1413.05,1436
2021-04-12,1434.05,1452.45,1425,1452.45
2021-04-13,1455,1485.55,1446.05,1472.1
2021-04-14,1467,1481,1451.45,1461.5
2021-04-15,1457.55,1496.9,1456.35,1496.9
2021-04-16,1495.9,1510.3,1473.9,1501.5
2021-04-19,1504.8,1538.9,1495.35,1525
2021-04-20,1523.5,1543.9,1518.65,1540
2021-04-21,1544.9,1566.75,1533.25,1565
2021-04-22,1567,1594.9,1564.55,1567.15
2021-04-23,1565.15,1565.15,1516.05,1524.4
2021-04-26,1530,1530,1481,1498.9
2021-04-27,1502,1514.95,1455.8,1466.6
2021-04-28,1470,1470.2,1441.2,1457.2
2021-04-29,1461.75,1467.75,1394,1412.3
2021-04-30,1412.75,1416.8,1385.4,1395.95
2021-05-04,1409.95,1433.75,1395.6,1408
2021-05-05,1408.05,1428,1398.65,1428
2021-05-06,1430,1484.85,1428.55,1481.2
2021-05-07,1485.3,1547,1481.1,1507.05
2021-05-10,1522,1547.2,1487,1518.8
2021-05-11,1512.25,1524.8,1495.25,1522.05
2021-05-12,1523,1539.5,1487.7,1492.4
2021-05-13,1492.7,1508.1,1469.05,1488.85
2021-05-14,1495,1502.75,1486.5,1497
2021-05-17,1513.6,1538.6,1499.2,1533.9
2021-05-18,1547,1586,1538.2,1577.45
2021-05-19,1579.5,1592,1543.05,1570
2021-05-20,1584.5,1587.9,1562.85,1573.2
2021-05-21,1573.2,1589.65,1560,1569.85
2021-05-24,1570.05,1586.7,1565.85,1575.8
2021-05-25,1572.9,1585.2,1566,1584.95
2021-05-26,1586.1,1610,1584.1,1601.2
2021-05-27,1609.8,1621.2,1567.7,1599.7
2021-05-28,1603.65,1612.9,1578.05,1594.1
2021-05-31,1599,1601.95,1573.75,1585.05
2021-06-01,1594.95,1616,1591,1609.9
2021-06-02,1609.9,1615.5,1586.4,1610.35
2021-06-03,1608,1610.35,1585,1600
2021-06-04,1570,1577.6,1530.15,1558.3
2021-06-07,1550.95,1551.65,1497.1,1520
2021-06-08,1523.95,1531.15,1500,1519.7
2021-06-09,1525.7,1527.95,1498.9,1509.9
2021-06-10,1509.9,1513,1480.1,1502.5
2021-06-11,1512.6,1523.85,1476.7,1494
2021-06-14,1489.55,1493.25,1466.3,1478.6
2021-06-15,1479.4,1488.45,1474.3,1482.5
2021-06-16,1486,1491.4,1460.55,1465.05
2021-06-17,1464.75,1464.9,1432.7,1445
2021-06-18,1449,1469.7,1442.25,1451.45
2021-06-21,1449.7,1475.05,1449.6,1470.35
2021-06-22,1470.95,1476.9,1452.7,1475.25
2021-06-23,1478,1483.3,1463,1473
2021-06-24,1473,1474.85,1437.15,1440.1
2021-06-25,1450,1450,1425.75,1433
2021-06-28,1433.5,1443.9,1421.9,1435.5
2021-06-29,1435.5,1440.1,1388.8,1396.6
2021-06-30,1392,1426.2,1378.2,1424.1
2021-07-01,1426.8,1438.55,1407.55,1412.8
2021-07-02,1416.95,1431.75,1409.5,1427.75
2021-07-05,1431.7,1439.45,1404.1,1419.5
2021-07-06,1425,1435.9,1410,1420.55
2021-07-07,1425.05,1452.95,1420,1452.55
2021-07-08,1442.2,1475.5,1436.25,1454.9
2021-07-09,1454.5,1454.5,1411.1,1419
2021-07-12,1411.6,1420,1406.4,1418.25
2021-07-13,1418.6,1435.7,1413,1431.9
2021-07-14,1432.15,1442.5,1417,1427.5
2021-07-15,1433.5,1455,1426.35,1440
2021-07-16,1437.95,1440.55,1403.9,1405.6
2021-07-19,1400.15,1414.45,1383.05,1400.1
2021-07-20,1399.95,1405.5,1381.9,1384.55
2021-07-21,1382,1387.65,1364,1369.3
2021-07-22,1375,1391.35,1364.4,1389.1
2021-07-23,1389.2,1394,1355,1366.1
2021-07-26,1368.8,1385.4,1362.45,1372.4
2021-07-27,1366.6,1370.15,1355.75,1359.05
2021-07-28,1353,1377.5,1353,1377.5
2021-07-29,1382.5,1414.5,1380,1410.55
2021-07-30,1405.5,1412.5,1390.2,1400
2021-08-02,1403.95,1410,1382.1,1389.6
2021-08-03,1385,1403.15,1381.65,1403
2021-08-04,1405.15,1422.35,1398.2,1406
2021-08-05,1409.6,1412.5,1385.05,1394.05
2021-08-06,1389.45,1391.7,1360.15,1367.4
2021-08-09,1361.95,1370,1350.8,1355.85
2021-08-10,1362,1363.5,1336,1350
2021-08-11,1350.1,1352.7,1331.5,1340.05
2021-08-12,1340.25,1351,1335,1343.25
2021-08-13,1348.7,1350,1341,1349.25
2021-08-16,1342.2,1348.25,1336.65,1338
2021-08-17,1338,1361,1335.5,1356.1
2021-08-18,1354.35,1362.4,1340.1,1344.85
2021-08-19,1340.05,1374.95,1337.95,1357.75
2021-08-20,1365.9,1374.95,1344.25,1347.65
2021-08-23,1354.9,1375.3,1342.25,1372.85
2021-08-24,1377.65,1383.7,1359.5,1371
2021-08-25,1363,1366.7,1354,1356.55
2021-08-26,1355.6,1359.65,1338,1346.35
2021-08-27,1348.6,1353.5,1336,1352.9
2021-08-30,1353.6,1355,1343.15,1345.8
2021-08-31,1348.2,1349,1308.25,1325.95
2021-09-01,1327,1331,1311,1325.8
2021-09-02,1326.15,1341.25,1319.1,1331.1
2021-09-03,1337.35,1362.35,1322.3,1358.3
2021-09-06,1360,1365.85,1338.9,1351.8
2021-09-07,1345,1347.55,1332.05,1333
2021-09-08,1332.5,1346,1316.75,1328.3
2021-09-09,1332,1354.4,1317.55,1329.55
2021-09-10,1335,1336.45,1312.15,1316.2
2021-09-13,1316.2,1317.55,1290.55,1298.8
2021-09-14,1300,1300,1277.5,1290.5
2021-09-15,1291,1294.95,1260.1,1263.05
2021-09-16,1260,1262.45,1226.55,1242.5
2021-09-17,1250,1277.25,1237,1254.55
2021-09-20,1254.55,1300,1249.2,1288
2021-09-21,1279.85,1283.85,1261.4,1276.05
2021-09-22,1275,1287.5,1267.8,1273.55
2021-09-23,1271,1279.55,1244.3,1258.25
2021-09-24,1268.5,1268.5,1231,1234.05
2021-09-27,1237,1241,1204,1208
2021-09-28,1200,1202.95,1186,1188.2
2021-09-29,1188.2,1208.8,1165.1,1169.45
2021-09-30,1168.9,1204.9,1152.5,1204.8
2021-10-01,1204.95,1207.7,1178,1182.05
2021-10-04,1184.05,1193.9,1154.8,1193.2
2021-10-05,1195.85,1213.8,1181,1212.4
2021-10-06,1212.4,1223,1202.8,1215.95
2021-10-07,1220,1249.35,1213.15,1236
2021-10-08,1210,1257.75,1197.7,1238.1
2021-10-11,1245,1245.35,1214.05,1221.9
2021-10-12,1228.8,1278.7,1226,1271.1
2021-10-13,1280,1331.45,1272.55,1324.4
2021-10-14,1327.9,1379.75,1316.55,1368.8
2021-10-15,1368,1369.05,1328,1336.35
2021-10-18,1335.3,1360.45,1322.75,1345.35
2021-10-19,1357.85,1399,1351.2,1387.9
2021-10-20,1392.15,1436.45,1382.45,1385
2021-10-21,1391.2,1414.5,1386.5,1401.35
2021-10-22,1412.75,1447.55,1392.25,1426.1
2021-10-25,1428,1439,1396.75,1407.05
2021-10-26,1402.5,1409.45,1365.1,1366.2
2021-10-27,1365.05,1421.3,1354.15,1414.95
2021-10-28,1417.65,1434,1405.05,1409
2021-10-29,1400.05,1415.25,1392,1398.55
2021-11-01,1398.7,1417.15,1397.55,1415
2021-11-02,1418.75,1428.6,1405.55,1409.05
2021-11-03,1411.55,1415,1375.8,1406.65
2021-11-05,1417,1458.6,1415.05,1449.85
2021-11-08,1459.75,1495,1452.7,1485.8
2021-11-09,1477.7,1484.75,1457,1480
2021-11-10,1475,1522,1462.05,1511.7
2021-11-11,1520.9,1593.25,1517.5,1578.5
2021-11-12,1576,1611.3,1561.65,1597.2
2021-11-15,1592.7,1609.5,1568.2,1575
2021-11-16,1586,1616,1575,1577.65
2021-11-17,1588.9,1595.05,1566.75,1578
2021-11-18,1578,1593.9,1567.3,1580.45
2021-11-19,1579,1601,1572,1579.85
2021-11-22,1569.15,1581.2,1477.7,1490.4
2021-11-23,1500,1542.35,1460,1475.1
2021-11-24,1482.55,1496.5,1400.4,1428.05
2021-11-25,1444.8,1449.1,1420,1437.2
2021-11-26,1452,1466.95,1410.85,1416.35
2021-11-29,1432.5,1432.5,1380,1397.7
2021-11-30,1406.7,1461.5,1383.15,1417
2021-12-01,1430,1439.95,1387.05,1396
2021-12-02,1395.25,1404.75,1369.2,1377.55
2021-12-03,1384.95,1399.5,1339.6,1397.55
2021-12-06,1397.5,1403.4,1357.9,1373.2
2021-12-07,1377.4,1396.5,1361.9,1371.9
2021-12-08,1378.4,1387,1346.2,1355.5
2021-12-09,1360.8,1360.8,1306.2,1315.05
2021-12-10,1317.95,1318.2,1287.2,1294.3
2021-12-13,1299.55,1308.2,1246.5,1261.8
2021-12-14,1250.8,1264.5,1190,1239.35
2021-12-15,1245.1,1263,1231.4,1254.5
2021-12-16,1260,1289.9,1247.65,1285
2021-12-17,1289.9,1363.35,1274.25,1348.25
2021-12-20,1348.35,1388.8,1312,1323.2
2021-12-21,1320.1,1333,1293.1,1300.45
2021-12-22,1315,1315,1287.1,1302.6
2021-12-23,1312.95,1318,1282.5,1292.55
2021-12-24,1290.55,1303.2,1278,1301
2021-12-27,1301,1311,1292.9,1304.6
2021-12-28,1304.55,1313.4,1293.55,1296.05
2021-12-29,1296.55,1304.4,1263.75,1279.3
2021-12-30,1279.8,1312,1268.05,1309.2
2022-01-03,1312,1325.9,1286.6,1296.45
2022-01-04,1304.65,1307.25,1279.4,1299.6
2022-01-05,1300.55,1301.5,1251,1255.15
2022-01-06,1255,1282.45,1218.05,1231.5
2022-01-10,1232,1251.35,1210,1225.15
2022-01-11,1229.9,1243.45,1217.5,1238.1
2022-01-12,1238,1241.3,1211,1239.2
2022-01-13,1235,1241.45,1212.8,1223.3
2022-01-14,1223,1236.65,1185.15,1192.9
2022-01-17,1204.3,1204.6,1138.45,1160.7
2022-01-18,1164,1164.7,1103.2,1143.9
2022-01-19,1143.9,1205,1110.3,1194.95
2022-01-20,1190.2,1236.9,1164.05,1193
2022-01-21,1193,1246.3,1173.55,1231
2022-01-24,1233.8,1266.2,1162,1227.4
2022-01-25,1221.2,1248.65,1169,1210.9
2022-01-26,1207,1242,1183,1190
2022-01-27,1185.05,1207.9,1168.25,1179.75
2022-01-28,1195,1195,1155.45,1179.05
2022-01-31,1178,1234.8,1177.1,1222.4
2022-02-01,1224,1249.5,1211.2,1221.15
2022-02-02,1221.15,1237.95,1206,1231.5
2022-02-03,1220.75,1228.9,1185.4,1221
2022-02-04,1221.15,1227.5,1183.4,1211.8
2022-02-07,1215,1218.85,1191.6,1207.6
2022-02-08,1207.6,1214.95,1181.2,1205.95
2022-02-09,1208,1224.85,1195.45,1221.65
2022-02-10,1223,1261,1217.45,1230.2
2022-02-11,1231.2,1239.4,1193.4,1228.45
2022-02-14,1232,1286.5,1213.75,1279.9
2022-02-15,1283.2,1302.55,1240,1259.05
2022-02-16,1265,1291.3,1247.1,1291.05
2022-02-17,1295,1336.95,1268,1334.05
2022-02-18,1333,1338.8,1289.4,1289.4
2022-02-21,1284.6,1331.65,1170,1232
2022-02-22,1232,1315,1133.9,1301.4
2022-02-24,1271.15,1275.4,860,981
2022-02-25,979,1143.9,971.95,1063.3
2022-03-24,1168.1,1300.45,1111.05,1230
2022-03-25,1210,1246.6,1180,1220
2022-03-28,1220,1228,1187,1198.5
2022-03-29,1198.5,1214.9,1074.05,1098.25
2022-03-30,1120,1218.25,1108.45,1207.4
2022-03-31,1204.5,1289,1160,1272.7
2022-04-01,1275.05,1287.2,1230.1,1250
2022-04-04,1259.2,1299.9,1254.15,1295.05
2022-04-05,1297,1395,1250,1351.2
2022-04-06,1350,1394,1330,1345
2022-04-07,1369.95,1412.55,1310.5,1397.5
2022-04-08,1400,1410,1325,1363.6
2022-04-11,1363.6,1439.45,1345.5,1437.55
2022-04-12,1440,1495,1423.55,1439.25
2022-04-13,1455,1455,1400.4,1405.1
2022-04-14,1405.1,1412.35,1336,1336.5
2022-04-15,1340,1418.05,1260,1390
2022-04-18,1399.9,1428.35,1362.6,1370
2022-04-19,1371.15,1395.7,1337.25,1365
2022-04-20,1367,1384.8,1343.9,1384.8
2022-04-21,1378.5,1378.5,1330.6,1364.2
2022-04-22,1363.35,1363.35,1325.95,1340
2022-04-25,1328.05,1333.95,1270,1278.9
2022-04-26,1278.85,1310,1275.4,1300.5
2022-04-27,1300.5,1322.05,1285.1,1313
2022-04-28,1314.5,1347.5,1304.55,1326.2
2022-04-29,1330,1380,1316,1363
2022-05-04,1363,1374.4,1330.95,1349.8
2022-05-05,1358,1390,1345.5,1361.5
2022-05-06,1361.2,1361.45,1335.1,1348.5
2022-05-11,1346.85,1348.45,1300.8,1310
2022-05-12,1310,1310,1250,1275.7
2022-05-13,1273.9,1278.95,1227,1227
2022-05-16,1230,1240,1200.1,1233.5
2022-05-17,1236,1257.25,1230,1238
2022-05-18,1238,1245,1224.35,1235.1
2022-05-19,1230.05,1235,1204.9,1235
2022-05-20,1236,1245.45,1200,1200
2022-05-23,1209.2,1212.4,1160,1162.45
2022-05-24,1166.3,1169.8,1092.05,1146.1
2022-05-25,1146.1,1165,1126.1,1165
2022-05-26,1164,1177,1141.7,1166.6
2022-05-27,1164.5,1190.6,1140.1,1144
2022-05-30,1159.8,1180,1110,1180
2022-05-31,1180,1180,1132.55,1162.4
2022-06-01,1141.25,1156.7,1134.25,1156.7
2022-06-02,1150,1156.7,1130.3,1140
2022-06-03,1142,1148.9,1111,1114.5
2022-06-06,1114.5,1120,1101.1,1109
2022-06-07,1109,1114.1,1057,1084.9
2022-06-08,1080.55,1096.85,1067,1079.95
2022-06-09,1079.95,1084.55,1040.7,1068
2022-06-10,1051.5,1059.85,1012.65,1019.2
2022-06-14,1015.7,1035.7,1001.05,1030
2022-06-15,1019.7,1030,1011.4,1015.2
2022-06-16,1024.05,1025,1010,1024.5
2022-06-17,1024.9,1035.05,1011.5,1035.05
2022-06-20,1032.05,1040.85,1015,1022.8
2022-06-21,1022.45,1023.9,973,977.7
2022-06-22,969.95,969.95,946,960.95
2022-06-23,955,956.9,910.65,928.8
2022-06-24,929.9,943.95,912.2,943.15
2022-06-27,915,922,900.2,922
2022-06-28,918.3,922,901,910.1
2022-06-29,909.5,937.95,904.1,922.5
2022-06-30,926.2,929,882.45,885
2022-07-01,883.05,895.85,836.25,846.4
2022-07-04,848.45,850.5,785.55,799.75
2022-07-05,796.5,817.4,792.5,810
2022-07-06,809.8,830,798,802
2022-07-07,802,834.2,800.9,822.5
2022-07-08,830.5,849.6,812,837.6
2022-07-11,840,867.3,828,848.4
2022-07-12,849.1,856.7,812.9,832
2022-07-13,838.5,838.85,786.2,817.1
2022-07-14,815,834.2,807.1,818.2
2022-07-15,820.6,837.5,812,837.5
2022-07-18,837,849.4,827.15,827.15
2022-07-19,829,834.4,810.7,826
2022-07-20,827.15,835.3,811.7,817.95
2022-07-21,813.2,816.8,787.05,793.35
2022-07-22,792,792,751.1,771.7
2022-07-25,770.65,784.3,753.9,767.65
2022-07-26,767.6,799.85,767.6,799.85
2022-07-27,800.3,827.9,800.3,815.55
2022-07-28,824,837.35,795.8,824.25
2022-07-29,829.65,864.4,819.5,864.4
2022-08-01,865.4,885.05,827.5,852.7
2022-08-02,850,864.8,809.55,809.55
2022-08-03,809.7,816.65,777.5,781.3
2022-08-04,783.7,786.5,747.9,751.4
2022-08-05,750.6,755,715.55,726.1
2022-08-08,725.6,753.5,720,720
2022-08-09,720,725,695.1,710
2022-08-10,711,747.6,700.4,743.9
2022-08-11,746.15,767.7,735,747.55
2022-08-12,748.5,753.55,732.5,751
2022-08-15,752,769.95,744.05,761
2022-08-16,763.8,797.9,760.35,797.5
2022-08-17,801,807.7,778.25,785.5
2022-08-18,785.5,789.7,767,781.45
2022-08-19,780.15,794.5,772.7,789
2022-08-22,780.9,788,771.45,775
2022-08-23,775,785.05,771.4,782
2022-08-24,783,793.5,782,790.8
2022-08-25,793,818.25,793,800.1
2022-08-26,800.1,823.5,786.2,819.7
2022-08-29,820,823,805,819.8
2022-08-30,820,841.25,814.6,818
2022-08-31,818.45,832,806,832
2022-09-01,828.8,835.8,815.55,827.5
2022-09-02,829.75,837.85,827.6,837.85
2022-09-05,837.85,844.85,824.85,831.5
2022-09-06,831.6,859.5,775.75,805
2022-09-07,805.1,814.75,793.45,797
2022-09-08,805,805,795.1,797.5
2022-09-09,803,822.5,801,820.8
2022-09-12,822.8,834.45,817,831.45
2022-09-13,832,836.45,817,818.2
2022-09-14,813.65,816.8,801.9,815.2
2022-09-15,814.75,817.7,807.5,811
2022-09-16,810,813.3,777.1,803.2
2022-09-19,804.3,814.5,795.8,807.2
2022-09-20,809.9,813,719.6,744.8
2022-09-21,695,744.45,661.7,701.95
2022-09-22,700.15,719,686,694.95
2022-09-23,694.95,696.5,629.25,636.6
2022-09-26,629.2,630,550,557.25
2022-09-27,568.25,578.45,515.1,548.4
2022-09-28,547.5,547.5,527.55,539
2022-09-29,540.3,543.95,502,511.25
2022-09-30,513.85,519,491,501.8
2022-10-03,502,556,496.1,555.85
2022-10-04,558.5,607,545.75,599.9
2022-10-05,601,606,562.5,579
2022-10-06,579.9,589,573.1,581.2
2022-10-07,579.5,579.9,531.3,536
2022-10-10,521.55,542.5,512.4,530
2022-10-11,532,539,520.85,531.05
2022-10-12,534,535.65,519,521
2022-10-13,520,529,513.1,523
2022-10-14,526,526,507.1,511.9
2022-10-17,514.5,536.8,511.05,535.2
2022-10-18,535,575,525.2,557
2022-10-19,552.5,569.5,544.2,566.35
2022-10-20,566.4,605,561.55,594.3
2022-10-21,595,629.5,581.25,625.05
2022-10-24,630.8,646.5,616,621.3
2022-10-25,619,639.5,616.15,630.8
2022-10-26,634.55,640.95,600.7,611.4
2022-10-27,612.95,624.9,605,611.65
2022-10-28,612,612,594,603.05
2022-10-31,603.75,623.5,597.3,604.7
2022-11-01,605.15,614.35,598.5,605.6
2022-11-02,606,606.8,583,590.05
2022-11-03,589.95,597,585,590.8
2022-11-07,601.55,620,599.05,617.85
2022-11-08,618,659.4,606.5,650.85
2022-11-09,653,672.8,636.1,643.45
2022-11-10,645.65,672,637.7,671.5
2022-11-11,673.5,683.95,665.2,673.3
2022-11-14,673,680,661.1,668.2
2022-11-15,668,677.5,621,648.2
2022-11-16,650,666.7,645.1,663.4
2022-11-17,663.4,665.3,647,657.45
2022-11-18,657,661,651.15,657.5
2022-11-21,654.65,654.75,633.1,642.8
2022-11-22,643.5,677,637,674.15
2022-11-23,676.7,717.85,673.85,714.05
2022-11-24,715.9,723.7,694.25,706.8
2022-11-25,708.8,709.5,691,700.8
2022-11-28,697.1,721.9,688.6,715.05
2022-11-29,717.5,734.4,715.9,723.7
2022-11-30,724.8,734.05,716.7,733.85
2022-12-01,740,754,733,752.5
2022-12-02,749.9,766,737.4,750.45
2022-12-05,753.35,764,736.65,744.65
2022-12-06,740.2,747.9,732.6,738.2
2022-12-07,738,746.7,726.5,745.25
2022-12-08,747.3,749.5,735.05,740.2
2022-12-09,742.6,746,736.9,742.05
2022-12-12,741,744.5,737,741.8
2022-12-13,742.1,771,736,763.85
2022-12-14,764,783,759.35,773.8
2022-12-15,770.9,772.95,742.75,746.3
2022-12-16,747.5,759.7,741.1,752.55
2022-12-19,755,760.75,734.8,750.35
2022-12-20,749,783,747.35,780.3
2022-12-21,785,802.95,776.4,785.3
2022-12-22,787.7,800.4,767.2,776.05
2022-12-23,780,786.8,771.3,782.35
2022-12-26,781,789.85,773.15,780.9
2022-12-27,784.95,788,781,786.2
2022-12-28,782.5,786,775.05,777
2022-12-29,777.5,780.2,762.5,773.4
2022-12-30,775,777.7,762.8,769.2
2023-01-03,777.8,791,775.35,790.3
2023-01-04,794.4,803.6,792.5,801.45
2023-01-05,801.45,801.5,783.3,787.55
2023-01-06,789.05,793.6,778,790.5
2023-01-09,798,799.95,780,784.5
2023-01-10,783,790,775.1,787.6
2023-01-11,790.5,792,785.6,788.15
2023-01-12,789.9,797.45,785,793.4
2023-01-13,793.7,812,790.15,806.8
2023-01-16,809.5,826,807.6,822.8
2023-01-17,822.75,828,810.7,812.9
2023-01-18,812.8,824.85,808.05,815.5
2023-01-19,816,820,803.9,816.45
2023-01-20,816.9,820.5,813,817.45
2023-01-23,820,826.9,816.15,822.4
2023-01-24,825,844.7,825,843.5
2023-01-25,847,856.95,843.5,856.95
2023-01-26,857.1,876.9,852.85,876.6
2023-01-27,877.45,878,866.25,876.8
2023-01-30,883,929.8,878.1,925.25
2023-01-31,924.8,951.5,907,947.8
2023-02-01,947.5,981.5,935.5,972
2023-02-02,980,980,943,944.9
2023-02-03,944.75,954.5,915.8,924.8
2023-02-06,926.35,943.4,921,934.2
2023-02-07,935,939,902.5,911.15
2023-02-08,909.95,928.7,902.5,921.85
2023-02-09,924.95,929.8,912.1,913.95
2023-02-10,910.25,915,904.25,912.35
2023-02-13,912.35,924,906.3,908
2023-02-14,910.1,914.45,889,893.15
2023-02-15,887.65,887.7,808.55,837.5
2023-02-16,847.3,862,830.3,842.7
2023-02-17,830.1,869.35,822.7,866.7
2023-02-20,864.3,894.9,842.2,892.25
2023-02-21,892.65,915,882.4,896.35
2023-02-22,899.85,899.85,870.45,874.3
2023-02-24,874.95,884.6,866.1,878.8
2023-02-27,870.5,890.8,870,887.8
2023-02-28,889.95,894,871,878.85
2023-03-01,882,898.5,879,893.9
2023-03-02,893,899,878.15,883.6
2023-03-03,889.5,896.9,883.9,895.6
2023-03-06,899.55,906.8,897.2,900.35
2023-03-07,900.7,901.9,888.5,891.95
2023-03-09,890,895.45,882.1,889.25
2023-03-10,888,904.1,885.6,897.6
2023-03-13,908,939.5,905.1,939.5
2023-03-14,943,948.8,919.1,923.95
2023-03-15,923.9,937,906.45,926.85
2023-03-16,926.05,932,917.8,922
2023-03-17,924.95,947.5,922,941.2
2023-03-20,949.4,960,937.5,941.95
2023-03-21,939,942.95,926.15,931
2023-03-22,932.05,953.2,928.9,948.8
2023-03-23,953.1,959,943.1,948.8
2023-03-24,947.5,953.95,944,947.5
2023-03-27,946.55,949.5,934.1,940.85
2023-03-28,940,949.5,931.1,944.9
2023-03-29,941.5,946.85,940.6,942.75
2023-03-30,944.6,948.5,940.1,945.4
2023-03-31,948.25,950,934.5,944.15
2023-04-03,942.1,967.5,937.5,960
2023-04-04,960,975,955,972.5
2023-04-05,975,978.9,962.6,969.9
2023-04-06,966.75,971,957.2,958.95
2023-04-07,960.1,964.5,951.65,960
2023-04-10,958,968.65,955.55,966.65
2023-04-11,968.75,990.95,955.75,961.9
2023-04-12,967.9,976.75,956.75,967.3
2023-04-13,969.9,988.85,966.1,988.3
2023-04-14,989.3,997.6,972.5,983.5
2023-04-17,988.3,1036.95,984.95,1035.4
2023-04-18,1036.8,1048.8,1024.5,1042.15
2023-04-19,1041.95,1041.95,1012.5,1019.75
2023-04-20,1020.5,1047,1010.1,1041.1
2023-04-21,1038,1043.75,1025,1038.25
2023-04-24,1038,1059.5,1037,1054
2023-04-25,1055.5,1060,1042.9,1054.3
2023-04-26,1055.5,1059.2,1050,1054.3
2023-04-27,1058.5,1064.5,1050.6,1058.6
2023-04-28,1058.6,1060.8,1000.1,1040.4
2023-05-02,1032.55,1049,1028,1046
2023-05-03,1048.3,1052.7,1021.35,1031.95
2023-05-04,1034.55,1060,1030,1057.5
2023-05-05,1060,1062,1035.15,1047.4
2023-05-08,1046,1055,1044.3,1050.7
2023-05-10,1050.7,1075,1050,1074.25
2023-05-11,1077.7,1079.3,1025.2,1043.95
2023-05-12,1044.5,1052.2,1034.1,1045.4
2023-05-15,1048.5,1056.6,1046.25,1051.05
2023-05-16,1052.6,1055,1045.2,1051.25
2023-05-17,1050,1051,1039,1044.8
2023-05-18,1044.7,1044.75,1028.05,1033.75
2023-05-19,1020,1027.8,985,1017.5
2023-05-22,1020.6,1026.5,993,995.4
2023-05-23,995.1,1020,984,1005.3
2023-05-24,1012.2,1019.75,1005.05,1012.8
2023-05-25,1015,1016.85,999,1005.4
2023-05-26,1007.1,1022.5,1005,1020.15
2023-05-29,1025,1099.6,1022,1077.3
2023-05-30,1064.8,1079.35,1040.2,1051.2
